,Place,Categories,Rating,Review Title,Review Body
703,Maju Dega Mandir Temple,"Architectural Buildings, Religious Sites",3,Only the base survives.,"This temple built in the late 17th century was a towered affair with 3 levels. It apparently dominated the square and was beautifully carved, but the tower is now gone. There is really nothing to see!"
704,Gauri Gaht,"Points of Interest and Landmarks, Architectural Buildings, Religious Sites",,Interesting place,Very interesting place to visit. Its the place  where cremation takes place. It was extraordinary and scary-ish experience coming here
705,Monasterio Tibetano Boudhanat,Religious Sites,4,Esperienza da fare,"Monastero tibetano, assolutamente da visitare, anche se, durante le giornate di festa, risulta difficile godere appieno del luogo. Salite anche ai piani superiori e godetevi la vista dello stupa (soprattutto se  un giorno di sole)"
706,Monasterio Tibetano Boudhanat,Religious Sites,4,Monastero tibetano sulla piazza dello stupa di Boudhnat,Anche questo  un pezzetto di Tibet in Nepal.La cosa migliore  il balcone al primo piano da cui si vede tutta la piazza e si possono fare belle foto dello stupa.
707,Monasterio Tibetano Boudhanat,Religious Sites,4,Una maravilla,En mitad de la plaza de Boudhanath enfrente de la estupa.Cuando entras te encuentras con una rueda gigante de oraciones.Las escaleras y el templo decorado profsamente con temas budistas.Desde la terraza hay unas vistas magnficas de la estupa.Maravilloso.Imprescindible
708,Kalikasthan Temple,Religious Sites,4,Good temple near the Immigration Office,"This is a good little temple. It's not one of the biggest and most ornate, but it's worth a visit if you are in the neighborhood."
709,Kirateshwar  Mahadev,Religious Sites,4,Unusual linga,"This is a Shiva temple, but the linga is the most unusual one I have ever seen anywhere. The temple is situated on a hill in the deer park behind Pashupati Nath. What might appear to be the entrance (a black door) is closed, but the entrance on the other side around to the left of it is open. The temple itself is quite plain, unlike most of the temples in the area. There is a little music school that operates there. When I was visiting, there were two people playing bamboo flutes. The music was also unusual, and really slow. If you walk beyond the temples up the hill or down into the valley, there are more temples. The ones on the hill are quite modern and uninteresting, but you can walk down to the Gorakhnath Mandir and the Manakamana Mandir in the valley. It's a nice walk through the deer park to get to the templea little steep, but not too far. There's a tea stall by the temple, and some benches. It would be a nice place for a picnic. There is also a viewpoint overlooking Pashpati Nath a short walk away."
710,Khawalung Monastery,Religious Sites,4.5,Great volunteer stay,"The kwawalung monastery is very beautiful. The monks are really nice and friendly. We stayed for 2 weeks teaching English to the 8-16 year old monks. We arranged it via InspireNepal and can recommend it very much! There were about 6-8 other volunteers so preparation of the classes was split. The food is not very variable, loads of dal bhat, but better than we expected. The tea is great! Rooms are very very basic and not too clean. Don't come with your white shirts!"
711,Khawalung Monastery,Religious Sites,4.5,Awesome,That was awesome feeling bt some thing missing..we enjoy a lot and cheering the old moments ..it was surprised visit for us..
712,Khawalung Monastery,Religious Sites,4.5,The best experience in Kathmandu before and after trekking in the Himalayas!,"We have visited the Monastery. The area is so quite with great views of the mountains. We assisted to some meditations with the monks and we wanna come back!! They were very welcoming and funny.  The Monastery is so beautiful and they  love to talk about their religion, tradition and customs."
713,Khawalung Monastery,Religious Sites,4.5,"Friendly people, wonderful local experience","I stayed here for roughly a week just to catch a local monastery experience in Boudha. It was a wonderful experience. Basic, but incredibly cheap, the food is plentiful, and the monks - both those running the place and living here - were fantastic! A great group of kids, they let me teach some English classes and watch movies with them, join puja ceremony, and we spent some great times together.Also, the monastery itself is beautiful.Highly recommended for anyone wanting to experience local Buddhist monk culture here in Nepal."
714,Khawalung Monastery,Religious Sites,4.5,GORGEOUS - and peaceful...,"I have to say, I have been to many monasteries and they are all pretty nice, but his has a real sense of calm, and it is just plain uplifting! In a city of the absurd, this is a wonderful outlet."
715,Khawalung Monastery,Religious Sites,4.5,Very rich culture monastery near Bodhnath Stupa,"This monastery is open in 2005, founded by Lama Jigme Dorjee. It includes a school for Buddhist studies and retreat. The monastery boasts many beautiful wall paintings and has rich Tibetan heritage. Do make a visit here if you are at Bodhnath Stupa or Hyatt Hotel. It's about 10-15 mins taxis drive. Tell the taxis driver the name of monastery - Khawalung."
716,Vishnu Mandir Temple,"Points of Interest and Landmarks, Architectural Buildings",4,City of Temples !,"Kathmandu has lots of temples, but each of them leaves a different impression on you. Vishnu Mandir Temple is one of the most important ones."
717,Vishnu Mandir Temple,"Points of Interest and Landmarks, Architectural Buildings",4,Small but important,"We cant give less than a 4 grade to the attractions in Durbar Square, at least they are very interesting. They are small, nowadays they are damaged by the earthquake, with woods against the walls do they dont fall but all them has its importance in the Square history, specially this small one called Vishnu mandir"
718,Vishnu Mandir Temple,"Points of Interest and Landmarks, Architectural Buildings",4,One more temple in Durbar Square,Old beautiful temples are around the Durbar Square. This temple too met with the damages during the recent earthquake. Restoration work in progress but not in the desired pace.
719,Dolma Treks,"Historic Sites, Historic Walking Areas",5,The best holiday you will ever have,"Wow! What an experience it was to do the Everest Base Camp walk from Shivalaya, with the inclusion of Gokyo via the Chola Pass in December 2019 - January 2020 with Dolma Treks and Adventure! My boyfriend and I had been planning to do the Three Passes walk from Shivalaya with Everest Base Camp but we were unsure how we were going to go about it. We were in a very stressful period with finishing uni and starting new jobs and trying to organise it all ourselves was too much in a short period of time. So a mate of mine put me on to Tsering who owns Dolma Treks, and what a pleasure it was! Tsering not only listened to the things that we wanted to do and wrote an incredible itinerary that was solely catered for us with limited time but he was super flexible and understanding when we had to change dates a fair few times due to work and university issues. He communicated with us through Facebook in a friendly and polite way that wasnt pushy or manipulating for his self gain in any way. The whole booking process was extremely easy, and we were a little concerned to give over the reins so easily to someone we hardly knew. When we arrived however I could instantly see that we had nothing to worry about. The genuine and ever smiling Tsering went above and beyond to make us feel welcome and get everything comfortable and sent for an early start the following morning. We stayed at his house in Kathmandu and met his beautiful family who also went above and beyond to make us feel welcome. We knew this was an authentic and fair, family run business. Even in the morning when we met with our driver for the day and with our wonderful, funny and very experienced guide Mingmar, you could tell that Tsering looked after not only his customers but his employees as well. They were all happy, laughing and smiling with each other, and seemed genuinely happy to be working, which says a lot about the business! Tsering paired us up with Mingmar as our very competent, English speaking guide and his son Dawa as our porter who also spoke English. Throughout the whole trip they were always extremely patient with our struggling knees and constant stopping to take photos, and always catered to our needs. Mingmar had done the walk countless times and knew almost every single person that we passed on the journey, as he had built up friendly relationships with them over the last 30years. He made sure we stayed at the best places and had the best rooms in each of those places. Because he knew everyone so well, the guesthouse owners that we stopped in at along the way were also willing to go above and beyond for us, something which other groups along the way struggled with. As said previously, Mingmar was very experienced and was able to guide us though any type of weather event, even when 50cm of fresh snow covered any trace of a path and we were the only ones walking or when thick clouds came in while we were crossing the Ngozumpa Glacier and it was a total white out. He also knew where and when all the best spots and times for photos and views of Everest and the other major sites were. When bad weather set in near the end of our walk and we had to change our plans, Mingmar - in conjunction with Tsering - was quick to adapt our schedule and route to get us a flight out of Lukla back to Kathmandu. And because we missed some nights walking due to bad weather, he and Tsering organised a beautiful hotel room in the heart of Kathmandu at the International Guesthouse where he then took us around and showed us the sites of his neighbourhood, where to buy the best quality goods from and where the best cafes and restaurants were. I would definitely go with him again! All in all this was an extremely well run, and thorough trekking company run by local Nepalese people to support the Nepalese community and give back. It was stress free, hassle free and relaxing - something which I thought would not go hand in hand with walking to Base Camp. Everything was thought of, and everything was included. Tsering and Mingmar were both passionate about showing people a more traditional side of Nepal and making sure smaller local communities benefit from your tourism. I would without a doubt go with Dolma Treks again! Five stars from us!"
720,Dolma Treks,"Historic Sites, Historic Walking Areas",5,Great 2 weeks in Langtang National Park,"A wonderful trek in Nepal - the 1st for me but the 3rd for some of my companions, all with Dolma Treks. Tsering ensured we all had the personal attention we needed and has a very well prepared team of guides & porters and excellent connections with the all-important tea houses. It was clear that we were cared for much better than other touring groups."
721,Dolma Treks,"Historic Sites, Historic Walking Areas",5,Time of our lives,"We had a full week in Nepal guided by Dolma treks...it included pick up from and to the airport to our hotel- our transportation to the trekking areas and our guide and porter into the mountains. They were nothing short of fantastic. Took care of all of our needs. They were totally flexible when we wanted to change direction a bit and accommodating in every sense of the word. We are novices at this kind of travel so were totally anxious about the process- I can say, without hesitation, that we will be doing this again with Dolma Treks. They know exactly what to do and how to prepare you for this trip. It was one of the best moments of our lives. Thanks Dolma Treks!"
722,Chyasin Dega Temple,Religious Sites,3.5,Yet another temple in Durbar Square,"This three roof octagonal temple is quite easily missed given the number of temples in the square, but is situated right next to the 'Great Drums'. The guide describes it as the temple of Vansagopal (i.e. Krishna playing a flute) which was built in 1649 by Pratap Matal in memory of his two dead queens."
723,Bhadrakali Temple,Religious Sites,5,Sorry about wedding crashing,"I think I may have just crashed a wedding. Not sure if I did but it wasnt my intention. I found this temple while taking a walk and thought to check it out. Little did I know theres like some wedding ceremony going on. Could be even more than one. Not sure, forgive my ignorance."
724,Bhadrakali Temple,Religious Sites,5,Central Temple of Kathmandu,"Its a round shaped temple located at Bhadrakali army camp, straight on the way to Singhadurbar, i was there on my friends marriage ceremony. The ceromony was late night but its was cool with temple lights."
725,Bhadrakali Temple,Religious Sites,5,Very old and Unique,This is very unique temple. No big idol or etc but enriched experience u will hve while visiting this temple.Maa kali darshan is very powerful.I find this place is very energetic.
726,Bhadrakali Temple,Religious Sites,5,'Powerful Goddess Temple between Singha Durbar and Suun Dhara',"Bhadrakali is the sober representation of wrathful Goddess Kali. Every Thursday, Tuesday and Saturday many devotees visit this temple to offer prayers. She bestows health, harmonious relationships, and protects her devotees from any unforeseen calamities and premature deaths. This an open canopy covered temple is in a courtyard which can be visited by anyone. Must visit sacred power place."
727,Bhadrakali Temple,Religious Sites,5,To seek blessings.,I went there with my husband to seek blessings of Goddess. At the entrance there is a big statue of Ganesha. Then there is a main temple where the Goddess is kept. Very spiritual area.
728,Bhadrakali Temple,Religious Sites,5,Blessings,Temple of Kali where people come from all over to Seek Blessings. I went on Saturday as lots of Crowd and was in Queue for few mins and worshipped Maa kali and Felt so nice.
729,Bhadrakali Temple,Religious Sites,5,Beautiful Goddesses,"Today morning went there, to get the blessings of Mata with my husband. As  Saturday, So there was good crowd there. But finally got to see the goddesses. Had a good time there. Lots of pigeons are there. People purchase corns and feed these pigeons. Cleanliness is a concern. Worth a visit!"
730,Bhadrakali Temple,Religious Sites,5,Blessings from Maa Kali,"I went with my wife  to seek Blessings from maa kali.As Its Saturday today,so there Were few people , so have to wait for few mins in Queue.we felt good after seekings blessings from Maa Kali."
731,Bhadrakali Temple,Religious Sites,5,Lovely Open-Air KaliTemple,"My husband and I visited the Bhadrakali Temple during our visit to Kathmandu. The temple is located approximately 30 minutes (leisurely) walk from the main tourist district of Thamel. You can purchase puja items for around 30 rupees outside of the temple front gate. The temple is open to the sky, quite how I like to think Kali would like it. Tourists can go and do puja themselves. It was a quite a lovely experience visiting this temple. Please be respectful if you go such as to retain the accepting atmosphere of the pujaris (mainly females)."
732,The City Museum Kathmandu,Specialty Museums,4,Manish,"Nice and clean rooms,liked the ethnic style, value for money. Breakfast in the adjoining cafe is good but limited options."
733,The City Museum Kathmandu,Specialty Museums,4,Location details not updated!,"I found this museum actually through Google maps, and double-checked the location and address from their website, as well as from Maps.me app and Trip Advisor, cause this is, well, Kathmandu. Therefore after all this checking it was a huge disappointment not to find the museum. I found the right building, climbed all the way up the stairs, but nothing. Eventually went inside one of the offices and asked from the reception, they told the museum has moved out. But they didn't have any clue where.This gave a really bad impression of the museum authorities' organizing and communication skills. And that's a pity, cause Kathmandu needs something new and fresh like this (this was my 3rd time in Nepal).So if the museum authorities will ever read this ranting, kindly take my advice and update your website as soon as possible!"
734,The City Museum Kathmandu,Specialty Museums,4,Modern museum with a mission,"This is one of the first independent museum which has established its reputation for its dedication to the arts and culture of Nepal. It has also emerged as a space where upcoming artists can showcase their works in a well organised space with plenty of natural light, suitable for all kinds of functions. Conveniently located just off Durbar Marg, it is easy to find, and also houses a tidy caf with eats and bakes, and is one of the few places you can still enjoy flavoured sodas after you pop the marble inside!"
735,The City Museum Kathmandu,Specialty Museums,4,Excellent,Full of artefacts some dating back to 4th century b c highly recommend for a visit you will not be disappointed easy access
736,The City Museum Kathmandu,Specialty Museums,4,a new museum in the heart of kathmandu,"The City Museum of Kathmandu is in a beautiful venue, on the top floor of a 4-storey building with a view across the western side of the city to the hills beyond, We were there in time for a glorious monsoon sunset. The building's architecture combines the best of traditional and modern Nepali styling. The permanent exhibition is a collection of half-century old photographs of the Valley's cities and sacred sites. An exhibition hall features at the moment a wonderful show by a contemporary Nepali painter. The Fig Cafe on the ground floor serves 'real' coffee and snacks, including pastries, brownies and delicious iced tea. Even better, the wifi works!"
737,Bachhareshwari Mandir Temple,"Points of Interest and Landmarks, Architectural Buildings",5,Vacation,M here in katmandu for my winter vacation and I get a chance to visit this beautiful temple it was awesome feel for  me
738,Bachhareshwari Mandir Temple,"Points of Interest and Landmarks, Architectural Buildings",5,Splendor & History,Strikingly beautiful Temple in the heart of Kathmandu. Some earthquake damage in the square but this is just breathtaking in its simplicity and beauty
739,Blue Moon Curio Shop,Antique Shops,5,Best antique shop you can find in Kathmandu. Must visit...,"I visited this lovely shop recently. The owner is super friendly and will help you will all your questions and needs. It is incredible that he knows everything about every single item in the shop. Everything in the shop is real antique and of great old beauty. Even if you don't buy anything in the end, the beauty of all the objects makes it worth the visit."
740,Blue Moon Curio Shop,Antique Shops,5,EXCELLENT ANTIQUE shop!!  A MUST visit !!,"If you are looking for AUTHENTIC Antiques which are from Nepal, this is the store for you. Excellent products all displayed in a very organized setting. The owners/store workers were beyond excellent. They explained every piece they presented to me. Best store ever for antiques.njrd@aol.com   Linda"
741,Blue Moon Curio Shop,Antique Shops,5,one of best Antique store in Thamel,"As I was passing by thamel, stopped at this Blue moon curio shop with varieties of antique Nepali items. I was attracted by this wooden antique bracelet and got it in decent price. the owner was good and friendly."
742,Chabdi Barahi Temple,Points of Interest and Landmarks,3.5,Chabdi Barahi,chabdi Barahi represent the reincarnation lord Bishnu as a Fish.In this chabdi barahi area people doesn't use for food because fish as a god.
743,Chabdi Barahi Temple,Points of Interest and Landmarks,3.5,best local cultural experience- away from other tourists,"We were supposed to be driving to Chitwan all day, but a landslide on the highway stopped traffic entirely.  Our guide had to think of something to do with us for an afternoon now that our plan was changed.  He brought us to this temple, and mentioned that it would be very interesting because he didn't think tourists ever go.  The winding street that leads up to the actual temple is lined with food stalls and souvenir stalls, but clearly all targeting local or sort-of local hindus who have travelled here to spend time in a holy place.  Definitely got curious stares and smiles as we walked through.  That day happened to be an animal sacrifice day.  There were people squatting in the river cleaning the entrails of the latest sacrifice.  The heads were inside the actual temple.  We had to take our shoes off to enter.  We got blessed by a local priest inside, and got to ring the bells hanging everywhere as part of the ritual.  The goat's blood was all over the floor.  This experience was not for the faint of heart or for people sensitive to animal rights, but as far as experiencing something truly local, it was incredible."
744,Guhyeshwari Temple,Religious Sites,4.5,Visit to Guhyeshwari temple  in  Nepal in october 2022.,It is one of the shaktipeeth out of the 51 shaktipeeths  . Excellent temple and must visit if you are in Kathmandu. Try to visit early morning as the rush is less. Serenity is there
745,Guhyeshwari Temple,Religious Sites,4.5,"Beautiful view, awesome architecture","This temple is located near Pashupati temple. A bit of exercise to climb up the stairs though. But the view from the temple is awesome: the view of Kathmandu is devine, us the architecture of the temple (and many other temples around the main temple) are super. Do not carry loose items with you: monkeys can grab them and run away."
746,Guhyeshwari Temple,Religious Sites,4.5,Shaktipeetham,"Temple allow you to touch the sacred place and take the holy water on your own, you will need to walk to this place or take a taxi. the experience in the temple is amazing."
747,Guhyeshwari Temple,Religious Sites,4.5,Wonderful Religious Feeling,This is most scared Place for Hindus in Nepal but it is not very popular destination for many tourists. The reason is simple it is not advertised as Tourist Destination by Govt as well as Travel Agents and Travel Sites. This place is only Shakti Peeth  in Nepal as per Hindu Traditional Mythology. It is currently being renovated to its past glory. This temple is on the banks of most scared river of Nepal - the Bagmati. This place is open only for the Hindus.
748,Guhyeshwari Temple,Religious Sites,4.5,Sakthipeeth,Visited the temple. Nearby Pasupatinath temple.One of the Shakteepeethas and Goddess is present here. Steps to be climbed before one can reach the temple. Prrmise has more small temples but unfortunately not in good shapes. Reconstruction was going on.Lot of Nepalis get married in this temple.
749,Guhyeshwari Temple,Religious Sites,4.5,Sakhti Pith!,It's one of the sakthi pith in the world. Beautiful temple. renovation work going on. Affected by Earthquake. Must visit place.
750,Guhyeshwari Temple,Religious Sites,4.5,Abandoned ruins,"This little temple complex is crumbling and none of the temples are in use. It seems that it's not officially open for tourists, though there's a door in the building in front that is open. It appears that a caretaker and family live there along with their cow, though they obviously don't do much caretaking. There are some unusual features about it. It's located along the river pat, which makes for a pretty nice walk. It's behind Pashupati Nath."
751,Guhyeshwari Temple,Religious Sites,4.5,Jay Mata Di.,"Believed to be 51 shaktipeeth, it is located just behind Main pashupati nath temple.it isnot open to NON-HINDUS.to reach here it would take around 15 mins by walking, and climbing around 100 stairs.beware of the astrologers or the other babas in the mid way."
752,Guhyeshwari Temple,Religious Sites,4.5,Jay Mataji,Jay Guhyeshvari mata. This temple is included in 51 shaktipith. It is effected after earthquake in nepal. Still is is soo much beautiful. The walking way is behind the pashupatinath temple crossing the bagmati river. It takes 20 minutes to reach by talking. Area is soo beautiful to must go there by walking.
753,Guhyeshwari Temple,Religious Sites,4.5,'The Goddess by the bank of River bagmati',"This temple is one of the most revered in the Valley of Kathmandu. As the Temple dedicated to the Mother Goddess, devotees visit here everyday but on Saturday you will find more. The Tantrik practitioners and the devotees visit this Shakti Path of Power Place for the perfection of their spiritual practices and also to offer prayers requesting the Goddess for supporting is healing physical and spiritual  problems."
754,Manakamana Mandir Temple,"Points of Interest and Landmarks, Architectural Buildings, Religious Sites",4,An Ancient Temple in Nepal,This Temple is one of the visited temples of Nepal. it is atop abot 1400 m hillock. A cable car service connects this temple from the highway. The Cable car service is  a well maintained one and there are a number of cable cars going up and down. The cost of travel is minimum and one need not waiting time is negligible. The travel time is about 20 minutes and offers you an exquisite view of the valley and the might river. The temple is a small one dedicated to Goddess Bhagavathi. The temple has a Pagoda-like structure and devotees offer the prayes with incense sticks coconuts and flowers.A must-see temple in Nepal
755,Manakamana Mandir Temple,"Points of Interest and Landmarks, Architectural Buildings, Religious Sites",4,Very crowded Hindu temple,As such the temple remains crowded and we happened to reach on Saturday which is the busiest day. You have to take a cable car to reach the hill. ( 7 am to 12 noon 12 30pm to 5 pm INR 500). Each shuttle carries 8 people so overall 800 people can be transferred by cable car per hour. Still it took 2 hours for us to reach to cable car. Cable car journey is 10 minutes with nice scenes to shoot for. After exiting from cable car one has to climb approximately 100+ steps which are uneven and not suited for elderly people.After reaching temple there are two options. You need to be in queue for a couple of hours more if you want to worship devima from senctum santorum. Otherwise it takes a few minutes to worship Goddess from a distance of 15 feet. Lots of Pooja shops and eateries on the hill. Practically it is a small town in the hill.Killing the goat and cock to offer to Goddess is a routine here.Going down may also involve moderate queue.The cable car station at base does not allow for wheelers to stop for more than 10 minutes so you must have driver's mobile number to call him back for pick up or should be ready to walk up a slope for 20 minutes No dress code. No restrictions on leather items to temple. Mobiles may be carried to top.
756,Manakamana Mandir Temple,"Points of Interest and Landmarks, Architectural Buildings, Religious Sites",4,Go for blessing,"Bhagavati temple means alot to devotees. Towards end of the year and winter, this place ideal for stay as well. Manakamana temple is 4ooo feet above sea level."
757,Manakamana Mandir Temple,"Points of Interest and Landmarks, Architectural Buildings, Religious Sites",4,Main Temple is closed-Cable Car Ride Worth,"The History Of Manaknama Temple goes:The mythical history of the Manakamana goddess dates back to the reign of King Ram Shah of Gorkha. Every night, the kings wife would awake and make her way to a nearby hill. Upon finding his kingly bed empty, Ram Shah decided to feign sleep and follow his queen on her nightly sojourn. He soon found himself outside a large hall, guarded by two massive lions. Inside, the hall was lined with various gods and goddesses, waiting for the queen to chair their heavenly meet. Struck with the fact that his queen was possessed of divine power, the king returned home with a heavy heart.The next morning, he informed his wife of all he had witnessed, claiming that he had seen it all in a dream. No sooner had he revealed his discovery, Ram Shah was struck dead. Back then, the practice of a wife committing Sati by throwing herself on the funeral pyre of her husband was very much in vogue. However, Ram Shahs personal secretary Lakhan Thapa Magar pleaded with the queen not to go through with the practice. The queen, however, assured Thapa Magar that she would return.Months after the death of the king and queen, Thapa Magar heard of a stone discovered by a farmer ploughing his field. When struck by the plough, the stone began to leak a profusion of blood and milk. Thapa Magar rushed to the area and believing the stone to be an incarnation of the dead queen, built a temple there and began to serve the goddess Manakamana. Unlike other Hindu temples, where Brahmins are the priests, the Manakamana temple is served exclusively by the descendents of Lakhan Thapa Magar, who are now in their 17th generation.The main temple has been devastated by 2015 Earth Quake and is under renovation. You can worship in the makeshift temple. This is an important temple for Nepalese and is on way from Kathmandu to Pokhra.The temple is on a Hillock  and Cable Cars take you there. The ride in the cable car is brath taking.During Lunch the Car stps. So Plan well.The View From Top Of Hill is very Good."
758,Manakamana Mandir Temple,"Points of Interest and Landmarks, Architectural Buildings, Religious Sites",4,Nothing Special for Tourist,Visit this place for religious reason.Local believe on Devi who fulfill wishes if you sacrifice animal for her. Nothing much to see. Only interesting part here is the cable ride. Around the the temple is very unsanitary.Don't have to go if you are tourist.
759,Manakamana Mandir Temple,"Points of Interest and Landmarks, Architectural Buildings, Religious Sites",4,The actual temple is closed due to earthquake damage,"Only the adjacent miniature temple is open and there's a huge line even for that, given the local beliefs and faith in the temple. The cable car doesn't operate for a couple of hours during the lunch time, so need to time the visit appropriately. The views from the top of a hillock nearby are superb."
760,Manakamana Mandir Temple,"Points of Interest and Landmarks, Architectural Buildings, Religious Sites",4,"""Must visit in a life""","Manakamna Devi Temple is a great temple jn Nepal on the way of Kathmandu, people visit here for the 'Mumdan'of their children. Its a relegious place as well as tourist place also in the sence that you can enjoy to ride on Cable Car, overall its a historic Temple and i try  to visit every year here, Jai Mata Di."
761,Manakamana Mandir Temple,"Points of Interest and Landmarks, Architectural Buildings, Religious Sites",4,"OK for quick visit, but currently under construction","Stopped here on our long drive from Kathmandu to Bandipur. Should have read some reviews before coming so I would know what to expect but I was thinking it would just be views and a small temple. But after paying the steep $20pp, we took the cable car up and was shocked to see pretty much an entire town up there, with guest houses, restaurants, and street after street of shops selling offerings and tourist tat ! Eventually found the temple, but was completely hidden by scaffolding so couldn't see it at all, but there was a huge queue of hundreds of people waiting to enter the temporary temple to give their offerings.Enjoyed looking around, but was a shame we couldn't see the temple and there weren't any views from the top apart from on the way up and down the cable car, so wouldn't really say it was worth the $20 fee."
762,Manakamana Mandir Temple,"Points of Interest and Landmarks, Architectural Buildings, Religious Sites",4,Must visit temple at Kathmandu,Temple is located at a high range above and can be travel by cable car. its a amazing experience travelling in cable car. Its a must visit place. well maintained by Nepal government also have free WIFI option for tourist.
763,Manakamana Mandir Temple,"Points of Interest and Landmarks, Architectural Buildings, Religious Sites",4,Good view with religious place,"It was my 3rd time to Nepal and Manakamana Temple. We went here to seek the blessings of Goddesses Mankamnai. It's said that whatever wish you make here, it gets fulfilled"
764,Durbar Marg Street,Points of Interest and Landmarks,3.5,Colourful lights and lively atmosphere,"Lively street with a lot of eateries and shopping, can head to palace musium, colourful lights at night-"
765,Durbar Marg Street,Points of Interest and Landmarks,3.5,KTM heart,"heart of KTM city. many nice hotels, cafes, restaurants and shops are located here. relatively cleaner and nicer place. I liked this place. can have big traffic in the rush hours time."
766,Durbar Marg Street,Points of Interest and Landmarks,3.5,A great street very central in the city.,"Durbar Marg (street) pretty much has everything you would need, if a little more upmarket than all you can get in Thamel.Decent hotels nearby and plenty of restaurants and coffee shops.All good here."
767,Durbar Marg Street,Points of Interest and Landmarks,3.5,Full of Energy,"A busy street with loads of energy, restaurants, shopping, bars and coffee places. You can spend time on the first floor of the many restaurants here and watch the world go by. You can walk from here to Thamel the other shopping and food place."
768,Durbar Marg Street,Points of Interest and Landmarks,3.5,Busy & Chaotic,This is a larger and typically chaotic and busy street in Kathmandhu and there are better places to spend your time. For shopping and atmosphere and ultimate chaos go into Thamel
769,Durbar Marg Street,Points of Interest and Landmarks,3.5,Kathmandu  Glitz,The street comes alive in the evening and both sides have major  fashion brand  stores with a number of cafes and bars.Real happening place. It also has a casino next to Annapurna hotel if you want to try your luck. Old plalace now a museum gives it a regal aura.
770,Durbar Marg Street,Points of Interest and Landmarks,3.5,Shoppers paradise,This is a super popular area for the upscale shopping of Kathmandu. It was not for me but I enjoyed people watching. Traffic here is heavier then usual and perhaps this is the only area where someone can find original products.
771,Durbar Marg Street,Points of Interest and Landmarks,3.5,Most Happening Place in Kathmandu,"This being the major Road and Nerve Centre of Kathmandu. The road is wide  and about 1 km in length. It starts in thd northern side near the Old Royal Palace. You can find number of branded shops, restaurants, bars on both the sides. Number of star hotels are also located around this area. Happening place in Kathmandu you can barely miss."
772,Durbar Marg Street,Points of Interest and Landmarks,3.5,Happening place,One of the best places to hang out. Runs till late night and is full of eating joints ranging from high end to low priced. Some of the best bars in the town are on this street.
773,Durbar Marg Street,Points of Interest and Landmarks,3.5,Not My Cup of Tea ....,...if you want to Shop till you Drop ... If you want to eat till you POP . If you want to be SEEN by all the so called International Set ...stroll down here ... It's surreal . I did not stick around ...it is not my job to judge BUT whatever rings your Bell ...Namaste x
774,Tribhuvan Park,Parks,4,Nice sport for picnics and walk,Nice park once inside and worth a day trip. It seems better to visit during week days and avoid the crowd
775,Tribhuvan Park,Parks,4,Very dusty,"The park itself is really great, but intracnce and way to park is really dusty and dirty. Enjoy your day( somewhere)."
776,Tribhuvan Park,Parks,4,Picnic with friends,This is the place one of my favorite peaceful green relax and away from the dust of Kathmandu i wish this park be always same in future too
777,Tribhuvan Park,Parks,4,Regarding Tree Plantation,We are willing to do a small tree plantation program from our organisation by the end of this month. Anyone can suggest us of good place??
778,Tribhuvan Park,Parks,4,Picnic Sport,This place is especially for the picnic and movie video where there is very  ice scenario and the jungle.
779,Tribhuvan Park,Parks,4,Tribhuvan park for the PICNIC and Hangout.,This park is probably the first mostly developed picnic and tourism spot for domestic tourist in Nepal. I have been there multiple times. this place is best suitable for picnic and Friends gathering in the greenery. nowadays this place is more thrilled with youngster and lovebirds for hangout.
780,Tribhuvan Park,Parks,4,Expensive,The restaurants within the park are too expensive. The prices of goods and edibles differ by as much as 100 percent.Go in a restaurant in the park if you want to get robbed in daylight.
781,Tribhuvan Park,Parks,4,'Between and Kathmandu Valley and the Green Hills',"This park is at the edge of the Kathmandu Valley in the sense on the way to the Southern outage from where the National Highway No. passes through. The local town is called Thankot. This park has been created to remember late King Tribhuwan Bir Bikram Shaha Dev. Plants of different species, gardens and a beautiful view of the mountains and the valleys below are wonderful."
782,Tribhuvan Park,Parks,4,very poor cleaning around park,"I have seen many picnic party visit rather than who loves parks, too much crow from picnic party. No space for cool and relax"
783,Tribhuvan Park,Parks,4,"There are not a lot of parks in the valley, and this is a nice one.","You don't see a lot of public spaces in KTM that are green and pleasant, but this is one of the rare sites that offers the sense of Park."
784,Shiva Parvati Temple,"Points of Interest and Landmarks, Religious Sites",4,Temple with a special feature,"This temple in Durbar Square was apparently built in the late 1700s by King Rana Bahadur Shah, the son of Prithvi Narayan Shah. Its special feature is the there are two wooden figures (much photographed) of Shiva and his consort looking out from the open central window on the first floor."
785,Shiva Parvati Temple,"Points of Interest and Landmarks, Religious Sites",4,Shiva And Friend At The Window,This temple sits in Durbah Square just adjacent to the giant Teluja Bell. The temple was built in the late 1700's . Its prime feature is the white images of Shiva and his consort at the window.
